 acw_events.2.d: "[SCOPE.sCharacter('slaver_ig_leader').GetFullName]的一名奴隶从[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的庄园逃往了北方的自由州。[SCOPE.sCharacter('slaver_ig_leader').GetLastName]要求将那名奴隶遣返，而废奴主义者则呼吁对[SCOPE.sCharacter('slaver_ig_leader').GetHerHis]的要求不予理睬。"
 expedition_events.612.d: "已经有几个月没有收到任何报告了，显然，测绘刚果河河道的探险失败了，而且[SCOPE.sCharacter('expedition_leader').GetFullName]也随之一起消失了。"
 expedition_events.612.d2: "已经有几个月没有收到任何报告了，探险队的命运似乎显而易见；然而，[SCOPE.sCharacter('expedition_leader').GetFullName]的一封信最终在今天上午抵达，坦言活着的唯一办法就是返回。"
 expedition_events.650.f: "“我从来没有在谁的脸上见到像他那样的表情——可能我见过，在我还很年轻的时候，当着迷和希望同野心、欲念混搅在一起的时候。噢，我可不是感动，我是被吓坏了。他嘴唇边上的皮肤并不是在微笑，而是皱成了癫笑的样子。‘让我留在后面吧，[SCOPE.sCharacter('expedition_leader').GetFullName]，求求你了。’”"
 expedition_events.652.f: "“飘忽不定的视线，闪烁其词的话语。我们队伍中的一些人的表情有异样，这让我情愿听从他们留在后方的请求，不是因为我想要实现他们自私的愿望，而是因为让他们留在队伍中让我鄙视。\n\n‘[SCOPE.sCharacter('expedition_leader').GetFullName]先生，’我听到有人说，转过身来发现一支冰冷的枪抵在了我的胸膛上，‘现在回头还来得及。’”"
 expedition_events.690.d: "探险队在穿越[SCOPE.sState('current_expedition_location').GetName]的旅途中停留于一座当地的村庄，在那里，[SCOPE.sCharacter('local_ruler').GetPrimaryRoleTitle][SCOPE.sCharacter('local_ruler').GetFullName]友善地提议我们交换礼物作为和平的象征。"
 expedition_events.690.f: "“我们在黎明时分抵达。我们在丛林深处听到了嘈杂声，认为那是人类的声音。我们疲惫的身躯只能专注于那些声音，任何不是我们自己发出的声音。\n\n我们在黎明时分抵达，他们没想到我们会来，但他们以前见过一些我们这样的人。一个看起来是首领的[SCOPE.sCharacter('local_ruler').GetWomanMan]向我们走来，自称[SCOPE.sCharacter('local_ruler').GetHerHis]是[SCOPE.sCharacter('local_ruler').GetFullNameNoFormatting]，并以简洁友好的手势邀请我们与他们共度这一天，并递给惊讶的我们一条项链。”"
 ig_suppression_events.2.d: "关于[SCOPE.gsInterestGroup('target').GetName]的[SCOPE.sCharacter('suppressed_leader').GetFullName]的罪恶生活的谣言已被捏造出来，准备好像野火一样在群众中传播。"
 ig_suppression_events.3.d: "关于[SCOPE.sCharacter('suppressed_leader').GetFullName][SCOPE.sCharacter('suppressed_leader').GetHerHis]生活方式的谣言在社会各阶层传播，[SCOPE.sCharacter('suppressed_leader').GetHerHis]的声誉因此受损，我们绝对可以劝说[SCOPE.sCharacter('suppressed_leader').GetHerHis]从[SCOPE.gsInterestGroup('target').GetName]领袖的位子上退下去。"
 ig_suppression_events.3.f: "“那一天和往常一样，工厂里的火像透过窗户向外看的小眼睛一样闪烁着光芒，[SCOPE.sCharacter('suppressed_leader').GetFullName]感觉好像整座城市都在用严苛、责备的目光盯着[SCOPE.sCharacter('suppressed_leader').GetHerHim]。但那不是[SCOPE.sCharacter('suppressed_leader').GetHerHis]的错！[SCOPE.sCharacter('suppressed_leader').GetSheHe]知道，[SCOPE.sCharacter('suppressed_leader').GetSheHe]没做错任何事……是政府，显然是政府在散播谎言，他们从来都不喜欢[SCOPE.sCharacter('suppressed_leader').GetHerHim]，对吧？没错，他们从来都不喜欢。\n\n‘你在看什么！？’”"
 ig_suppression_events.3.a.tt: "[SCOPE.sCharacter('suppressed_leader').GetFullName]会下台。"
 ig_suppression_events.4.d: "尽管我们经过不懈努力破坏了[SCOPE.sCharacter('suppressed_leader').GetFullName]的声誉，[SCOPE.sCharacter('suppressed_leader').GetSheHe]还是不愿意下台。我们需要采取更强硬的措施。"
 ig_suppression_events.4.b.tt: "[SCOPE.sCharacter('suppressed_leader').GetFullName]会下台。"
 ig_suppression_events.4.a.tt: "[SCOPE.sCharacter('suppressed_leader').GetFullName]会被囚禁。"
 ig_suppression_events.6.d: "[SCOPE.gsInterestGroup('target').GetName]的[SCOPE.sCharacter('suppressed_leader').GetFullName]意志很薄弱，这一说法与其说是谣言，不如说更加贴近事实。有太多种方法可以利用这种软弱的对手了。"
 fascism_events.1.d: "对于来自我们自己的将军和领导之中内部威胁的怀疑正在增长，传到了[SCOPE.sCharacter('fascist_leader').GetFullName]的耳朵里，而消除威胁法西斯政权者的必要性已经很明显了。仓促的话语，躲闪的眼神，到处都是。"
 fascism_events.2.d: "[SCOPE.gsInterestGroup('fascist_ig').GetName]的领袖[SCOPE.sCharacter('fascist_leader').GetFullName]最近一直在提升[SCOPE.sCharacter('fascist_leader').GetHerHis]的人气，发表似乎能打动我国人民心灵的法西斯主义演讲。"
 fascism_events.2.c: "[SCOPE.sCharacter('fascist_leader_2').GetFullName]是出色得多的领袖。"
 decree_events.4.d: "一位新海军将领出现在[SCOPE.sState('decree_state').GetName]的港口，受到了他同僚们的高度评价。然而，[SCOPE.sCharacter('noble_character').GetFullName]的侄子也曾指出他对该头衔有着浓厚的兴趣。"
 cold.102.a: "[SCOPE.sCharacter('expedition_leader_1').GetFullName]是个有经验的极地探险家。"
 cold.102.b: "[SCOPE.sCharacter('expedition_leader_2').GetFullName]将带领我们走向荣耀。"
 cold.102.c: "[SCOPE.sCharacter('expedition_leader_3').GetFullName]以前从未让我们失望。"
 cold.102.e: "[SCOPE.sCharacter('expedition_leader_4').GetFullName]准备得最充分。"
 cold.5.d: "探险队已经到达此行的目的地：南极点！[SCOPE.sCharacter('expedition_leader').GetFullName]自豪地搭起一个插着[SCOPE.sCountry('expedition_country').GetAdjectiveNoFormatting]旗帜的帐篷，队员们喝了一杯庆祝的可可。"
 cold.8.b: "我们必须相信[SCOPE.sCharacter('expedition_leader').GetFullName]的专业。"
 cold.10.d: "[SCOPE.sCharacter('expedition_leader').GetFullName]携带着微薄的补给，乘坐一艘无盖的救生船，勇敢地从象海豹岛出发，成功将探险队员带到了南乔治亚岛的捕鲸站。虽然这次探险失败了，但[SCOPE.sCharacter('expedition_leader').GetFirstName]的英雄事迹传遍了全国。"
 cold.10.a: "为[SCOPE.sCharacter('expedition_leader').GetFullName]三声欢呼！"
 expedition_events.290.d: "为了躲避山上的低温，探险队找到了一块完美的草地，靠近河流，同时离其他村庄足够远，不会搅乱他们的土地。[SCOPE.sCharacter('expedition_leader').GetFullName]提议从河岸上砍一些杨树来搭建一座营地。"
 expedition_events.293.d: "随着探险队的前进，任务的优先顺序变得越来越重要，[SCOPE.sCharacter('expedition_leader').GetFullName]做了一份日志，记录每个人必须做的事。"
 expedition_events.293.d2: "随着探险队的前进，任务的优先顺序变得越来越重要，[SCOPE.sCharacter('expedition_leader').GetFullName]记录了每个人必须做的事。但是，抗命的探险者们声明他们不同意这个决定。"
 expedition_events.140.d: "当探险队抵达一处聚居地时，[SCOPE.sCharacter('expedition_leader').GetFullName]收到了一封信，信中说他在[ROOT.GetCountry.GetName]的未婚妻和另一个男人结婚了。"
 expedition_events.160.f: "“那些傲慢的官僚舒服地坐在橡木桌子旁，抽着雪茄，喝着陈年威士忌，只用操心该以何种形式让下一位受害者遭受无穷无尽文书工作的地狱之旅。\n\n一封信在正午抵达：‘[SCOPE.sCharacter('expedition_leader').GetFullNameNoFormatting]先生，我们被告知你的探险未能达到我们的预期结果……’要是我能烧了它，我会立马这么做。只要是向前走，让我上刀山下火海都行！”"
 internal_security_events.1.d: "鉴于[SCOPE.gsInterestGroup('anti_secret_police_ig').GetName]的[SCOPE.sCharacter('anti_secret_police_leader').GetFullName]最近对[SCOPE.sLaw('current_law_scope').GetName]的反对，[SCOPE.sCharacter('anti_secret_police_leader').GetHerHis]的失踪引起了精英们的严重担忧。"
 internal_security_events.1.f: "“当其家人向有关部门报告时，已经过了中午：[SCOPE.sCharacter('anti_secret_police_leader').GetFullNameNoFormatting]已经失踪了一整晚，没有警告或纸条留下。亲属们认为这很可能与[SCOPE.sCharacter('anti_secret_police_leader').GetHerHis]坚持反对[SCOPE.sLaw('current_law_scope').GetName]有关，因为前几天有人在门口放了一把小刀，他们现在觉得那应该是一种威胁。”"
 psychology_events.1.d: "有报告称[SCOPE.gsInterestGroup('mentally_ill_ig').GetName]的领袖[SCOPE.sCharacter('mentally_ill_leader').GetFullName]既不参加会议也不履行义务。我们不能再忽视[SCOPE.sCharacter('mentally_ill_leader').GetHerHis]的缺席了。"
 psychology_events.2.d: "自从[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle][ROOT.GetCountry.GetRuler.GetFullName]不再公开露面之后，全国上下越来越担心[ROOT.GetCountry.GetRuler.GetHerHis]的健康。[ROOT.GetCountry.GetRuler.GetHerHis]的配偶眼泪汪汪地承认似乎没有医生能治好[ROOT.GetCountry.GetRuler.GetHerHim]。"
 psychology_events.3.d: "作战归来后，[SCOPE.sCharacter('mentally_ill_character').GetPrimaryRoleTitle][SCOPE.sCharacter('mentally_ill_character').GetFullName]变得和以前不一样了。[SCOPE.sCharacter('mentally_ill_character').GetSheHe|U]像躲避瘟疫一样躲避兵营，拒绝使用武器，而且[SCOPE.sCharacter('mentally_ill_character').GetSheHe]说得非常清楚，[SCOPE.sCharacter('mentally_ill_character').GetSheHe]不想再听到一个该死的关于战争的词。"
 exhibition_events.3.f: "“而这座雕像是我们从海底捞上来的，”然后它就被放置在中央喷泉附近展览，依然与水待在一起。“如果你敢透过目镜看，亲爱的，你会看到最荒芜的星座。”\n\n大厅的另一侧，[ROOT.GetCountry.GetRuler.GetFullNameNoFormatting]欢迎了所有宾客，全都身穿白衣。\n\n这里有号角声，有欢呼声，有音乐，有烟雾，有痴迷，也有敬畏，这里还有生命，如此明亮。"
 titanic.1.d: "[SCOPE.gsInterestGroup('titanic_ig').GetName]的[SCOPE.sCharacter('titanic_leader').GetFullName]决定赞助[SCOPE.sState('titanic_state').GetName]的造船厂建造一艘众人过目不忘的远洋客轮。前所未有的那种。"
 prohibition.2.d: "有人发现[SCOPE.gsInterestGroup('alcoholic_ig').GetName]的[SCOPE.sCharacter('alcoholic_leader').GetFullName]在他家弄了一间非法的蒸馏室。在[SCOPE.sCharacter('alcoholic_leader').GetHerHis]儿子看似清白的宴会期间，客人开错了房门。"
 expedition_events.696.d: "[SCOPE.sCharacter('expedition_leader').GetFullName]领导的探险队凯旋不久，关于他们与[SCOPE.sCountry('lost_expedition_country').GetNameNoFormatting]失踪探险队的厄运有关的流言就不断升级，引来了该国的谴责。"
 expedition_leader_cruel_fired_tt: "[SCOPE.sCharacter('expedition_leader').GetFullName]会下台。"
 assassination_events.1.d: "有可靠消息称，国内有人在密谋暗杀[SCOPE.sCharacter('assassination_ruler_scope').GetFullNameWithTitle]。如果我们不及时采取行动，国家的稳定将无法保障。"
 assassination_events.1.f: "也许是他们的语气，也许是权力带来的不可避免的焦虑。一种阴暗而甜蜜的善良，虚伪得连叛徒都害怕最后的晚餐。\n\n“人们会说话，但其中的一些人希望[SCOPE.sCharacter('assassination_ruler_scope').GetFullNameNoFormatting]再也不会说话。”\n\n三十枚银币，这是一个象征性的价格。今天，也许明天，如果我们幸运的话。"
 assassination_events.3.d: "[SCOPE.gsInterestGroup('snitch_ig').GetName]的领袖[SCOPE.sCharacter('snitch_leader').GetFullName]向我们发出了惊人的警告。[SCOPE.sCharacter('snitch_leader').GetSheHe|U]指控[SCOPE.gsInterestGroup('snitched_ig').GetName]参与了策划暗杀[SCOPE.sCharacter('assassination_ruler_scope').GetFullName]。"
 assassination_events.6.d: "暗杀阴谋以一个预料之外的结局结束。由于[SCOPE.sCharacter('assassination_ruler_scope').GetFullName]不再是国家的元首，他们的努力完全停下了。"
 assassination_events.7.f: "[SCOPE.sCharacter('assassination_ruler_scope').GetFullNameNoFormatting]周一至周五每天8:00吃早餐，周末改为8:30。午饭后，[SCOPE.sCharacter('assassination_ruler_scope').GetSheHe]喜欢去花园散步，很少有人护送。\n\n后面是一系列名单，列出了[SCOPE.sCharacter('assassination_ruler_scope').GetSheHe]邀请一起打牌的所有人。[SCOPE.sCharacter('assassination_ruler_scope').GetHerHis|U]的厨师，女仆，几个政府雇员。"
 assassination_events.8.d: "暗杀阴谋以一个预料之外的结局结束。由于[SCOPE.sCharacter('assassination_ruler_scope').GetFullName]因其他原因死亡，他们的努力完全停下了。"
 election_other_parties_events.2.d: "有人看到[SCOPE.gsInterestGroup('ig_devout').GetName]的[SCOPE.sCharacter('religious_leader').GetFullName]在进行布道支持[SCOPE.sParty('religious_party').GetName]，说服听众他们的胜利早就由[SCOPE.GetRootScope.GetCountry.GetCustom('GetDivinity')]安排好了。"
 belle_epoque_events.3.d: "在成功发表了一些象征主义运动的作品后，[SCOPE.sCharacter('symbolist_leader').GetFullName]决定走自己的路，开始[SCOPE.sCharacter('symbolist_leader').GetHerHis]的文学之旅，这引起了[SCOPE.gsInterestGroup('symbolist_ig').GetName]的担忧。"
 pm_events.4.d: "以[SCOPE.sCharacter('pacifist_leader').GetFullName]为首的和平主义者正在抗议[SCOPE.sState('arms_making_state').GetName]的武器制造业。"
 obligation_events.1.f: "“我决不是要告诉尊敬的[SCOPE.sC('obligation_request_target').GetRuler.GetPrimaryRoleTitle]该如何管理[SCOPE.sC('obligation_request_target').GetRuler.GetHerHis]的国家。”[ROOT.GetCountry.GetRuler.GetFullName]摆着[ROOT.GetCountry.GetRuler.GetHerHis]的手说道，“我只是想提一下，[SCOPE.gsInterestGroup('obligation_request_ig').GetLeader.GetFullName]是个非常明智的[SCOPE.gsInterestGroup('obligation_request_ig').GetLeader.GetWomanMan]，其意见值得倾听！”"
 obligation_events.5.d: "我们有机会可以要求[SCOPE.sC('obligation_request_target').GetName]履行对我们的义务，让他们的指挥官[SCOPE.sCharacter('obligation_request_character').GetFullName]为我们效力。"
 obligation_events.6.d: "[SCOPE.sC('obligation_request_sender').GetName]要求我们履行对其的义务，将我们的指挥官[SCOPE.sCharacter('obligation_request_character').GetFullName]派到他们的军队中效力。"
 peoples_springtime.7.d: "[SCOPE.gsInterestGroup('radical_ig').GetLeader.GetFullName]和[SCOPE.gsInterestGroup('radical_ig').GetName]证明了[SCOPE.gsInterestGroup('radical_ig').GetLeader.GetIdeology.GetName]的目标可以在[ROOT.GetCountry.GetName]实现。"
 peoples_springtime.8.a: "[ROOT.GetCountry.GetRuler.GetFullName]的统治不仅稳固，而且公正。"
 suffragist_events.9.d: "[ROOT.GetCountry.GetName]的妇女已开始组织起来，为她们在大选中的投票权而斗争。[SCOPE.gsInterestGroup('suffragist_ig').GetName]的[SCOPE.sCharacter('suffragette_agitator_scope').GetFullName]已经成为这场运动的领军人物。"
 suffragist_events.1.d: "以[SCOPE.sCharacter('suffragist_leader').GetFullName]为首的积极分子已集结起来支持[ROOT.GetCountry.GetName]无投票权的女性。"
 suffragist_events.2.d: "妇女选举权的支持者在议会发言，为其事业据理力争，引来了认为女性在议会无立足之地的[SCOPE.sCharacter('anti_feminist_leader').GetFullName]的嘲笑。"
 suffragist_events.2.f: "意识到等待房间里的噪声平息下来完全是测试忍耐底线的无用功，[SCOPE.sCharacter('suffragist_leader').GetFullNameNoFormatting]强硬地开口说道：\n\n“我们今天在这里，不是为了拿回我们在自己国家合法的政治权力份额，而是为了宣告，如果你们想要明智而公正地进行统治，你们会需要我们。谁敢说今天的[ROOT.GetCountry.GetNameNoFormatting]不存在苦难和冲突，以至于男人已经证明了自己尤善治国呢？”"
 suffragist_events.3.d: "[SCOPE.sCharacter('anti_feminist_leader').GetFullName]，一位著名的妇女投票权反对者，已经成为该事业支持者的纵火目标。"
 suffragist_events.3.a.tt: "[SCOPE.sCharacter('militant_suffragist_leader').GetFullName]会被囚禁三年。"
 suffragist_events.4.d: "一名积极分子试图在马赛上引起人们对妇女选举权事业的关注，但是却被[ROOT.GetCountry.GetRuler.GetFullName]的赛马撞死。"
 suffragist_events.5.b.tt: "[THIS.GetInterestGroup.GetLeader.GetFullName]被释放。"
 suffragist_events.7.d: "[SCOPE.sCharacter('suffragist_philosopher').GetFullName]写下了一篇著作，为妇女的政治和公民权利据理力争，提出政治领域男女平等的愿景。"
 secession_events.5.d: "[SCOPE.sCharacter('secessionist_leader').GetFullName]，[SCOPE.gsInterestGroup('secessionist_ig').GetName]的领袖兼我国最著名的[SCOPE.sCulture('secessionist_culture').GetName]人之一，已公开支持建立独立的[SCOPE.sCulture('secessionist_culture').GetName]人国家。"
 secession_events.9.d: "[SCOPE.sCharacter('secessionist_leader').GetFullName]，一位著名的[SCOPE.sCulture('secessionist_culture').GetName]人政治领袖，已经成为他们的独立运动的象征。高级情报官员已经制定了一个计划，以悄无声息地处理掉[SCOPE.sCharacter('secessionist_leader').GetLastName]，给他们的事业沉痛的一击。"
 oil_rush.5.d: "一桩调查显示，政府官员[SCOPE.sCharacter('bribed_politician').GetFullName]最近接受石油公司的贿赂积累了许多财富，此人允许石油公司不经招投标租借土地。"
 oil_rush.5.tt: "[SCOPE.sCharacter('bribed_politician').GetFullName]收到了严厉的判决，被迫引咎辞职。"
 africa_colonial_events.5.d: "[SCOPE.sCharacter('anti_slave_trade_ig_leader').GetFullName]不仅是[SCOPE.gsInterestGroup('anti_slave_trade_ig').GetName]的领袖，同时还是一名著名的全球奴隶贸易的反对者，声称我们在[SCOPE.sState('african_colony_state').GetName]的殖民野心应当朝着终结这片大陆上的这种野蛮行径倾斜。"
 slave_owner_paranoia_events.3.d: "[SCOPE.gsInterestGroup('visiting_abolitionist_ig').GetName]集团的[SCOPE.sCharacter('visiting_abolitionist_scope').GetFullName]最近一直在[SCOPE.sState('visiting_abolitionist_state').GetName]旅行，为废奴事业收集证据以及做宣传。该地区的奴隶主认为这是要在奴隶中煽动暴动，要求立即将[SCOPE.sCharacter('visiting_abolitionist_scope').GetLastName]驱逐出该地区。"
 welfare_laws.10.d: "[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle][ROOT.GetCountry.GetRuler.GetFullName]最近发表了一次演讲，警告政府不要超支，使得[ROOT.GetCountry.GetRuler.GetHerHis]在[ROOT.GetCountry.GetRuler.GetInterestGroup.GetName]中的支持者对[SCOPE.sLaw('current_law_scope').GetName]议案更加持怀疑态度。"
 migration_laws.1.d: "受正在进行的[SCOPE.sLaw('current_law_scope').GetName]改革启发，[SCOPE.sCharacter('no_borders_visionary').GetInterestGroup.GetName]的[SCOPE.sCharacter('no_borders_visionary').GetFullName]描绘了一个国界被完全废除的未来愿景。"
 liberalism.1.d: "在[SCOPE.sCharacter('liberal_leader').GetFullName]的领导下，[SCOPE.sCharacter('liberal_leader').GetInterestGroup.GetName]开启了一个自由主义政治的新纪元，承诺实现一个更加自由的社会，使全体公民都能参与政治进程。"
 citizenship_laws.4.b: "在这种局势不明的时期，我们需要[SCOPE.gsInterestGroup('supporting_ig').GetLeader.GetFullName]的领导。"
 distribution_of_power_laws.1.d: "[ROOT.GetCountry.GetRuler.GetFullName]以[SCOPE.sLaw('current_law_scope').GetName]巩固权力的努力大获成功，这一切都归功于[ROOT.GetCountry.GetRuler.GetHerHis]天生的魅力。"
 distribution_of_power_laws.2.d: "废除民主制各机关，以[SCOPE.sLaw('current_law_scope').GetName]取而代之的改革目前正在进行，在这些机关中工作的$bureaucrats$对于他们在[ROOT.GetCountry.GetRuler.GetFullName]统治下的未来有些担心。"
 distribution_of_power_laws.4.d: "由于担心正在进行的[SCOPE.sLaw('current_law_scope').GetName]改革会引发紧张局势，[SCOPE.sCharacter('supportive_commander').GetFullName]表示支持新法，并承诺如果被剥夺参政权的人暴动，就会出手镇压。"
 distribution_of_power_laws.6.d: "作为对国家政策转向[SCOPE.sLaw('current_law_scope').GetName]的回应，[SCOPE.sCharacter('opposing_politician').GetInterestGroup.GetName]的[SCOPE.sCharacter('opposing_politician').GetFullName]，政府的一位部长，宣称这种对选举权的限制与[SCOPE.sCharacter('opposing_politician').GetHerHis]作为民选代表的身份相矛盾。"
 distribution_of_power_laws.6.a.tt: "[SCOPE.sCharacter('opposing_politician').GetFullName]退出政坛。"
 corn_laws.2.b: "[SCOPE.gsInterestGroup('landowners_ig').GetLeader.GetFullName]的议程能更好地为[SCOPE.gsInterestGroup('landowners_ig').GetName]的利益服务。"
 meiji.10.d: "[SCOPE.sCharacter('armed_forces_leader').GetFullName]已开始在[SCOPE.sState('kyushu_state').GetName]设立私立军校，不仅教授军事理论，还教授[SCOPE.sCharacter('armed_forces_leader').GetHerHis]自己的政治理念。"
 election_liberal_events.1.d: "在准备即将来临的大选的宣传活动中，[SCOPE.sParty('liberal_party').GetName]针对[SCOPE.sParty('conservative_party').GetName]允许[SCOPE.sCharacter('extremist_leader').GetFullName]成为同侪一事展开了激烈的批评，指出[SCOPE.sCharacter('extremist_leader').GetHerHis]的极右翼观点是党派正慢慢走向极端的一个例子。"
 election_liberal_events.3.d: "[SCOPE.sCharacter('pacifist_leader').GetFullName]，一名名声斐然的和平主义者，在接下来的大选中参与[SCOPE.sParty('liberal_party').GetName]的选举活动，希望以此为平台构建一个更加和平的外交政策，而不是[ROOT.GetCountry.GetName]当前被他国所知的好战政策。"
 election_conservative_events.1.d: "[SCOPE.sParty('liberal_party').GetName]对[SCOPE.sCharacter('atheist_leader').GetFullName]的认可在[SCOPE.sParty('conservative_party').GetName]的竞选活动上遭到了攻击，他们认为不能相信拒绝宗教的领袖会信守承诺或维持良好的道德观念。"
 naval_tech_events.1.d: "[SCOPE.sCharacter('dreadnought_tech_commander').GetFullName]已经成功在当前的冲突中调度了我们令人印象深刻的无畏舰，证明了它们并不是海军的虚荣项目。"
 naval_tech_events.2.d: "[SCOPE.sCharacter('destroyer_tech_commander').GetFullName]在当前的冲突中使用了驱逐舰，教导了我们如何最好地利用它们。"
 naval_tech_events.3.d: "[SCOPE.sCharacter('battleship_tech_commander').GetFullName]在当前冲突中对战列舰的使用表明了，这种大型建筑仍可在现代海战中发挥作用。"
 je_the_last_kazakh_khan_reason: "由三个玉兹的代表宣称为重新统一[SCOPE.sCountry('khanate_scope').GetName]的可汗，[SCOPE.sCharacter('kenesary_scope').GetFullName]公然反抗[ROOT.GetCountry.GetAdjective]统治。为了彻底确保哈萨克领土，必须摧毁叛乱的可汗国。"
 je_pacify_the_steppes_reason: "尽管从18世纪开始[ROOT.GetCountry.GetAdjective]就在名义上控制了哈萨克草原，但这一地区仍然被盗匪和不忠困扰。由贵族[SCOPE.sCharacter('kenesary_scope').GetFullName]领导的哈萨克叛军，一次又一次地对我们在该地区的补给车队和堡垒发动攻击。\n\n只有最终平定草原，[ROOT.GetCountry.GetRuler.GetPrimaryRoleTitle]才能真正被称为哈萨克的君主。"
 kazakhstan_events.1.d: "在可汗[SCOPE.sCharacter('kenesary_scope').GetFullName]的领导下，哈萨克诸玉兹的反叛代表宣布恢复统一的[SCOPE.sCountry('kazakh_scope').GetName]。起义威胁到我们在整个中亚草原的利益。"
 kazakhstan_events.2.d: "在[SCOPE.sState('akmolinsk_state').GetStateRegion.GetName]草原上行进的由哥萨克护卫的商队遭到了由贵族[SCOPE.sCharacter('kenesary_scope').GetFullName]领导的一支庞大而训练有素的哈萨克叛军的袭击。"
 notification_kazakhstan_ride_of_kenesary_notification_name: "[SCOPE.sCharacter('kenesary_scope').GetFullName]开始叛乱行动"
 notification_kazakhstan_ride_of_kenesary_notification_desc: "叛军领袖[SCOPE.sCharacter('kenesary_scope').GetFullName]开始了一系列针对[SCOPE.sCountry('russia_scope').GetAdjective]及其在三个玉兹的保护国的军事行动。"
 kazakhstan_events.4.d: "[SCOPE.sState('raid_state').GetName]草原上的一支西伯利亚哥萨克部队遭到哈萨克叛军的骑兵伏击并屠杀，这些叛军骑兵飘扬着[SCOPE.sCharacter('kenesary_scope').GetFullName]的旗帜。"
 notification_kazakhstan_cossack_patrol_attacked_notification_desc: "忠于[SCOPE.sCharacter('kenesary_scope').GetFullName]的叛军在[SCOPE.sState('raid_state').GetName]突袭了一支西伯利亚哥萨克巡逻队。"
 kazakhstan_events.5.d: "我们在[SCOPE.sState('raid_state').GetName]草原上的一座堡垒遭到了[SCOPE.sCharacter('kenesary_scope').GetFullName]领导下的一群哈萨克叛军的袭击。叛军占领了堡垒，驱散了守军，并无情地夷平了最近的俄罗斯人定居点。"
 notification_kazakhstan_fortress_raid_notification_desc: "[SCOPE.sCountry('russia_scope').GetAdjective]在[SCOPE.sState('raid_state').GetName]的一座边境堡垒遭到[SCOPE.sCharacter('kenesary_scope').GetFullName]部队的袭击和焚毁。"
 kazakhstan_events.6.d: "[SCOPE.sCharacter('kenesary_scope').GetFullName]的叛军部队在[SCOPE.sState('raid_state').GetName]袭击了一批忠诚的哈萨克奥尔，在那些仍忠于高级苏丹[SCOPE.sCharacter('senior_sultan_scope').GetFullName]的哈萨克人民中散播恐惧。"
 notification_kazakhstan_auls_slaughtered_notification_desc: "[SCOPE.sCharacter('kenesary_scope').GetFullName]的部队在[SCOPE.sState('raid_state').GetName]屠杀了忠于[ROOT.GetCountry.GetAdjective]任命的高级苏丹的哈萨克奥尔。"
 kazakhstan_events.7.d: "自立的哈萨克可汗[SCOPE.sCharacter('kenesary_scope').GetFullName]向[SCOPE.sCharacter('ruler_scope').GetFullName]发送了一封信函，请求与[ROOT.GetCountry.GetName]结盟，对抗他在俄罗斯和哈萨克的敌人。"
 kazakhstan_events.8.d: "一支忠于[SCOPE.sCharacter('kenesary_scope').GetFullName]的哈萨克叛乱部队试图对[SCOPE.sState('raid_state').GetName]的一座[ROOT.GetCountry.GetAdjective]堡垒发动袭击，但被当地守军击退。"
 kazakhstan_events.8.b: "[SCOPE.sCharacter('casia_general').GetFullName]将军的事迹值得褒奖。"
 notification_kazakhstan_raid_repelled_notification_desc: "[SCOPE.sState('raid_state').GetName]的[SCOPE.sCountry('russia_scope').GetAdjective]堡垒守军击退了忠于[SCOPE.sCharacter('kenesary_scope').GetFullName]的部队发起的突袭。"
 caucasuswar.4.f: "我，以下署名，向全能的上帝，以他的神圣福音书承诺并发誓，我对他的帝国陛下，我真正的和亲切的伟大君主[ROOT.GetCountry.GetRuler.GetFullName]皇帝，全俄罗斯的专制者，以及全俄罗斯皇冠的合法继承人，宣誓俯首与效忠。"
 caucasuswar.5.d: "新晋升的[SCOPE.sCharacter('milyutin_scope').GetFullName]中将向沙皇发出了一份备忘录，支持驱逐或消灭高加索地区所有[SCOPE.sCulture('circassian_culture').GetName]人口。"
 milyutin_available_tt: "[SCOPE.sCharacter('milyutin_scope').GetFullName]会成为[concept_general]。"
 caucasuswar.6.d: "事实证明，[SCOPE.sCharacter('shamil_scope').GetFullName]的伊玛目国的多民族性质让我们在[SCOPE.sState('invasion_base_state').GetName]的许多臣民无法抗拒。军官和地主都报告了大量叛逃到伊玛目国的事件。"
 prostitution.1.d: "在[SCOPE.sCharacter('cda_ig_leader').GetFullName]的带领下，[SCOPE.sState('cda_state').GetName]的[SCOPE.gsInterestGroup('cda_ig').GetName]要求政府就卖淫问题表明立场。他们请求执行法律，允许警察以传播性病为由，将涉嫌卖淫的妇女扣留在性病医院。"
 prostitution.1.d2: "在[SCOPE.sCharacter('cda_ig_leader').GetFullName]的带领下，[SCOPE.sState('cda_state').GetName]的[SCOPE.gsInterestGroup('cda_ig').GetName]要求政府解决士兵中性病高发的问题。他们请求执行法律，允许警察以传播性病为由，将涉嫌卖淫的妇女扣留在性病医院。"
 prostitution.2.d: "[SCOPE.sCharacter('feminist_cda_ig_leader').GetFullName]领导的女权主义团体要求废除[SCOPE.sState('feminist_cda_state').GetName]的传染病法。他们谴责警察对妇女的粗暴对待以及性病医院的不人道条件。即使是与卖淫毫无瓜葛的女性也经常被强行关押。"
